transactionid,cashierid,transactiontime,totalamount,paymentmethod,status
31947,4,2025-09-14 12:09:10,4.74,card,completed
31948,1,2025-09-14 14:16:27,20.63,card,completed
31949,1,2025-09-14 12:44:09,4.69,applepay,completed
31950,3,2025-09-14 19:29:47,10.63,applepay,completed
31951,2,2025-09-14 22:15:38,10.81,card,completed
31952,3,2025-09-14 16:29:52,10.53,card,completed
31953,4,2025-09-14 15:12:55,5.32,card,completed
31954,3,2025-09-14 16:22:29,15.85,card,completed
31955,1,2025-09-14 15:10:07,11.77,card,completed
31956,4,2025-09-14 17:02:29,11.14,card,completed
31957,4,2025-09-14 17:57:03,5.31,card,completed
31958,2,2025-09-14 18:14:37,12.18,card,completed
31959,2,2025-09-14 12:49:07,10.28,card,completed
31960,2,2025-09-14 19:46:34,15.62,card,completed
31961,2,2025-09-14 20:58:22,6.14,applepay,completed
31962,4,2025-09-14 14:41:15,5.15,applepay,completed
31963,4,2025-09-14 16:35:57,5.29,applepay,completed
31964,1,2025-09-14 17:54:37,15.52,card,completed
31965,4,2025-09-14 17:25:05,5.12,card,completed
31966,1,2025-09-14 12:52:19,10.56,card,completed
31967,2,2025-09-14 11:36:40,16.82,card,completed
31968,1,2025-09-14 18:13:01,16.88,applepay,completed
31969,2,2025-09-15 18:44:29,10.63,cash,completed
31970,1,2025-09-15 15:57:07,11.61,card,completed
31971,2,2025-09-15 22:28:42,5.13,card,completed
31972,2,2025-09-15 20:52:24,4.90,applepay,completed
31973,4,2025-09-15 15:25:42,6.74,card,completed
31974,4,2025-09-15 13:05:30,4.63,applepay,completed
31975,1,2025-09-15 12:15:47,16.02,cash,completed
31976,1,2025-09-15 17:01:18,15.01,applepay,completed
31977,3,2025-09-15 19:19:33,15.92,applepay,completed
31978,3,2025-09-15 22:08:37,11.36,card,completed
31979,2,2025-09-15 20:17:29,5.41,card,completed
31980,3,2025-09-15 18:03:08,15.65,card,completed
31981,2,2025-09-15 16:33:08,5.32,card,completed
31982,4,2025-09-15 13:43:44,5.31,card,completed
31983,3,2025-09-15 12:16:30,15.78,card,completed
31984,3,2025-09-15 18:04:11,10.63,card,completed
31985,3,2025-09-15 18:17:05,15.82,card,completed
31986,2,2025-09-15 16:49:39,5.85,card,completed
31987,4,2025-09-15 20:07:11,5.53,applepay,completed
31988,4,2025-09-15 17:15:52,10.23,card,completed
31989,1,2025-09-15 20:37:14,5.21,card,completed
31990,2,2025-09-15 20:05:16,5.31,card,completed
31991,1,2025-09-15 14:01:41,5.27,card,completed
31992,4,2025-09-15 19:48:21,4.71,card,completed
31993,3,2025-09-15 13:25:01,21.22,card,completed
31994,4,2025-09-15 15:02:43,4.85,card,completed
31995,4,2025-09-15 18:47:21,5.21,applepay,completed
31996,2,2025-09-15 19:23:37,11.09,cash,completed
31997,4,2025-09-15 14:50:39,15.14,card,completed
31998,4,2025-09-15 20:23:20,5.54,card,completed
31999,2,2025-09-15 14:34:02,6.66,card,completed
32000,4,2025-09-15 14:34:13,5.78,card,completed
32001,2,2025-09-15 17:34:45,5.89,card,completed
32002,4,2025-09-15 13:50:11,6.08,applepay,completed
32003,1,2025-09-15 13:40:04,9.73,card,completed
32004,2,2025-09-15 11:37:09,5.10,card,completed
32005,1,2025-09-15 11:42:03,5.08,cash,completed
32006,3,2025-09-15 19:02:55,25.20,card,completed
32007,4,2025-09-15 16:06:35,10.88,card,completed
32008,1,2025-09-15 16:18:04,4.84,applepay,completed
32009,1,2025-09-15 20:19:52,26.69,applepay,completed
32010,1,2025-09-15 15:38:33,16.33,card,completed
32011,3,2025-09-15 19:24:41,15.22,card,completed
32012,4,2025-09-15 20:59:35,15.39,applepay,completed
32013,2,2025-09-15 16:36:45,5.24,card,completed
32014,1,2025-09-15 15:26:23,11.28,card,completed
32015,1,2025-09-15 11:48:20,1.36,card,completed
32016,1,2025-09-15 14:08:01,4.84,card,completed
32017,2,2025-09-15 16:09:03,5.28,card,completed
32018,3,2025-09-15 20:37:40,5.45,cash,completed
32019,2,2025-09-15 14:52:49,4.46,card,completed
32020,3,2025-09-15 18:47:59,5.45,card,completed
32021,4,2025-09-15 20:23:59,5.56,card,completed
32022,4,2025-09-15 12:53:47,5.53,cash,completed
32023,1,2025-09-15 17:45:31,10.57,applepay,completed
32024,4,2025-09-15 14:33:03,11.25,card,completed
32025,3,2025-09-15 18:41:30,20.58,applepay,completed
32026,1,2025-09-15 13:31:54,10.03,card,completed
32027,4,2025-09-15 18:28:23,26.32,card,completed
32028,3,2025-09-15 17:06:23,4.90,applepay,completed
32029,4,2025-09-15 15:29:13,5.90,card,completed
32030,3,2025-09-15 15:31:40,5.43,card,completed
32031,2,2025-09-15 13:35:28,10.69,card,completed
32032,2,2025-09-15 12:34:19,0.00,card,voided
32033,2,2025-09-15 18:55:14,14.67,card,completed
32034,3,2025-09-15 22:07:59,5.47,card,completed
32035,1,2025-09-15 14:07:57,23.05,card,completed
32036,2,2025-09-15 13:27:48,5.09,cash,completed
32037,1,2025-09-15 17:58:19,10.30,applepay,completed
32038,3,2025-09-15 20:12:33,4.68,card,completed
32039,4,2025-09-15 14:23:55,5.76,applepay,completed
32040,2,2025-09-15 14:14:39,10.76,applepay,completed
32041,4,2025-09-15 12:49:51,10.93,applepay,completed
32042,4,2025-09-15 13:56:39,16.32,card,completed
32043,3,2025-09-15 20:04:51,21.90,card,completed
32044,1,2025-09-15 16:51:53,5.12,card,completed
32045,3,2025-09-15 13:14:17,11.02,card,completed
32046,4,2025-09-15 17:06:43,10.78,applepay,completed
32047,4,2025-09-15 21:54:22,5.23,card,completed
32048,1,2025-09-15 19:20:30,4.97,card,completed
32049,1,2025-09-15 22:23:59,6.10,cash,completed
32050,1,2025-09-15 19:48:28,10.70,card,completed
32051,1,2025-09-15 12:15:13,5.39,card,completed
32052,2,2025-09-15 19:43:01,5.73,applepay,completed
32053,4,2025-09-15 20:39:50,11.20,card,completed
32054,1,2025-09-15 13:33:20,5.88,card,completed
32055,4,2025-09-15 17:49:28,5.28,applepay,completed
32056,3,2025-09-15 13:15:26,5.49,applepay,completed
32057,3,2025-09-15 13:11:42,10.26,applepay,completed
32058,3,2025-09-15 20:52:56,5.51,cash,completed
32059,3,2025-09-15 17:54:07,15.89,card,completed
32060,3,2025-09-15 17:02:04,5.06,card,completed
32061,4,2025-09-15 18:11:02,5.35,applepay,completed
32062,1,2025-09-15 19:13:32,5.99,applepay,completed
32063,4,2025-09-15 22:29:16,5.19,card,completed
32064,2,2025-09-15 22:17:20,10.67,card,completed
32065,2,2025-09-15 21:08:57,22.19,applepay,completed
32066,4,2025-09-15 18:17:31,16.15,cash,completed
32067,4,2025-09-15 16:56:16,16.96,cash,completed
32068,2,2025-09-15 15:31:23,5.70,applepay,completed
32069,1,2025-09-15 20:34:08,20.32,card,completed
32070,3,2025-09-15 18:48:26,12.18,card,completed
32071,3,2025-09-15 16:25:35,15.36,card,completed
32072,1,2025-09-15 17:01:50,16.13,card,completed
32073,4,2025-09-15 11:22:17,5.14,card,completed
32074,4,2025-09-15 18:27:53,4.65,card,completed
32075,3,2025-09-15 15:18:38,16.36,card,completed
32076,1,2025-09-15 14:00:02,14.54,card,completed
32077,3,2025-09-15 20:17:38,16.78,card,completed
32078,4,2025-09-15 18:25:40,4.49,card,completed
32079,3,2025-09-15 15:47:22,5.50,card,completed
32080,4,2025-09-15 22:33:27,5.31,applepay,completed
32081,1,2025-09-15 15:53:58,10.58,applepay,completed
32082,4,2025-09-15 15:35:29,15.70,card,completed
32083,2,2025-09-15 20:11:40,22.50,card,completed
32084,3,2025-09-15 21:51:25,15.54,applepay,completed
32085,2,2025-09-15 20:10:06,15.80,card,completed
32086,3,2025-09-15 18:14:59,11.65,applepay,completed
32087,3,2025-09-15 17:35:57,20.74,card,completed
32088,2,2025-09-15 11:45:44,16.12,card,completed
32089,4,2025-09-15 20:21:10,11.10,card,completed
32090,1,2025-09-15 13:14:46,11.93,applepay,completed
32091,2,2025-09-15 17:47:43,5.32,cash,completed
32092,4,2025-09-15 19:17:28,21.36,cash,completed
32093,2,2025-09-15 15:22:53,15.96,card,completed
32094,3,2025-09-15 13:46:48,16.24,cash,completed
32095,2,2025-09-15 13:21:42,6.20,card,completed
32096,3,2025-09-15 13:53:06,10.92,card,completed
32097,4,2025-09-15 16:07:22,21.50,card,completed
32098,4,2025-09-15 17:03:15,5.72,card,completed
32099,3,2025-09-15 19:28:44,5.03,card,completed
32100,2,2025-09-15 19:37:58,5.54,card,completed
32101,1,2025-09-15 11:15:55,10.52,card,completed
32102,2,2025-09-15 18:52:56,0.00,card,voided
32103,3,2025-09-15 13:01:50,10.69,applepay,completed
32104,3,2025-09-15 20:02:37,11.54,card,completed
32105,4,2025-09-15 13:03:01,5.83,card,completed
32106,2,2025-09-15 16:44:19,5.29,card,completed
32107,2,2025-09-15 20:46:12,20.68,card,completed
32108,4,2025-09-15 22:14:21,6.16,card,completed
32109,4,2025-09-15 17:45:08,10.42,applepay,completed
32110,2,2025-09-15 17:21:55,10.65,applepay,completed
32111,4,2025-09-15 19:45:38,5.78,card,completed
32112,1,2025-09-15 22:00:39,5.14,cash,completed
32113,1,2025-09-15 12:02:34,11.74,card,completed
32114,4,2025-09-15 20:21:58,10.59,card,completed
32115,1,2025-09-15 21:40:52,5.70,card,completed
32116,1,2025-09-15 19:39:52,14.89,card,completed
32117,2,2025-09-15 14:12:42,0.00,card,voided
32118,4,2025-09-15 17:37:37,5.09,card,completed
32119,1,2025-09-15 16:27:21,5.09,card,completed
32120,1,2025-09-15 18:23:01,4.86,card,completed
32121,4,2025-09-15 14:00:51,5.09,card,completed
32122,3,2025-09-15 15:20:45,15.47,card,completed
32123,3,2025-09-15 13:38:44,5.21,applepay,completed
32124,1,2025-09-15 13:08:46,5.77,cash,completed
32125,2,2025-09-15 17:22:01,4.40,card,completed
32126,1,2025-09-15 18:55:40,0.00,card,voided
32127,3,2025-09-15 16:41:01,5.39,cash,completed
32128,1,2025-09-15 15:09:39,21.56,card,completed
32129,1,2025-09-15 18:13:46,15.89,cash,completed
32130,3,2025-09-15 18:51:54,4.69,card,completed
32131,2,2025-09-15 18:48:43,15.59,applepay,completed
32132,2,2025-09-15 15:56:55,20.40,cash,completed
32133,1,2025-09-15 19:15:42,10.21,applepay,completed
32134,3,2025-09-15 21:50:22,26.28,card,completed
32135,2,2025-09-15 15:57:44,10.59,card,completed
32136,1,2025-09-15 15:00:51,5.77,card,completed
32137,4,2025-09-15 15:23:52,10.40,card,completed
32138,3,2025-09-15 20:28:01,0.00,card,voided
32139,3,2025-09-15 17:36:55,11.00,cash,completed
32140,1,2025-09-15 13:24:16,20.20,card,completed
32141,4,2025-09-15 16:14:56,5.53,applepay,completed
32142,4,2025-09-15 20:57:26,14.80,card,completed
32143,4,2025-09-15 12:30:31,10.73,applepay,completed
32144,2,2025-09-15 15:39:44,5.22,card,completed
32145,3,2025-09-15 18:05:20,4.76,card,completed
32146,3,2025-09-15 13:21:20,4.45,card,completed
32147,4,2025-09-15 15:28:51,26.90,card,completed
32148,3,2025-09-15 21:14:10,5.41,card,completed
32149,1,2025-09-15 17:21:33,15.95,card,completed
32150,3,2025-09-15 15:13:12,10.54,card,completed
32151,2,2025-09-15 13:15:38,5.53,card,completed
32152,2,2025-09-15 16:35:54,5.33,card,completed
32153,1,2025-09-15 13:29:02,10.43,card,completed
32154,4,2025-09-15 18:37:07,5.14,card,completed
32155,1,2025-09-15 15:01:09,5.11,card,completed
32156,4,2025-09-15 11:24:35,22.76,cash,completed
32157,4,2025-09-15 17:28:43,11.20,card,completed
32158,2,2025-09-15 17:47:43,16.38,card,completed
32159,2,2025-09-15 13:47:14,5.53,card,completed
32160,1,2025-09-15 13:03:14,12.12,applepay,completed
32161,4,2025-09-15 22:29:50,10.18,card,completed
32162,1,2025-09-15 13:53:25,21.70,applepay,completed
32163,3,2025-09-15 20:15:46,10.38,cash,completed
32164,3,2025-09-15 20:08:45,5.50,card,completed
32165,1,2025-09-15 13:58:14,21.85,cash,completed
32166,1,2025-09-15 20:29:20,19.44,card,completed
32167,2,2025-09-15 20:46:58,5.83,card,completed
32168,3,2025-09-15 18:47:21,10.91,card,completed
32169,4,2025-09-15 21:45:59,16.34,card,completed
32170,2,2025-09-15 16:03:41,35.98,cash,completed
32171,4,2025-09-15 13:26:34,11.08,applepay,completed
32172,1,2025-09-15 11:32:14,4.74,cash,completed
32173,1,2025-09-15 18:07:49,11.21,applepay,completed
32174,1,2025-09-15 18:37:41,26.42,card,completed
32175,2,2025-09-15 18:14:58,15.49,cash,completed
32176,3,2025-09-15 20:29:59,10.11,card,completed
32177,1,2025-09-15 13:31:48,5.28,applepay,completed
32178,3,2025-09-15 18:04:59,6.01,cash,completed
32179,1,2025-09-15 17:20:13,4.43,card,completed
32180,2,2025-09-15 16:06:16,11.26,card,completed
32181,4,2025-09-15 12:24:32,5.32,card,completed
32182,2,2025-09-15 16:07:36,15.51,cash,completed
32183,2,2025-09-15 16:48:03,4.78,applepay,completed
32184,3,2025-09-15 17:27:23,11.16,card,completed
32185,3,2025-09-15 17:14:24,0.00,applepay,voided
32186,1,2025-09-15 22:18:03,10.91,applepay,completed
32187,3,2025-09-15 13:01:58,20.35,card,completed
32188,3,2025-09-15 22:55:28,10.96,card,completed
32189,1,2025-09-15 19:32:13,11.84,applepay,completed
32190,3,2025-09-15 15:57:12,9.75,card,completed
32191,4,2025-09-15 13:36:29,4.79,card,completed
32192,2,2025-09-15 13:42:06,15.80,card,completed
32193,4,2025-09-15 22:18:54,10.97,card,completed
32194,4,2025-09-15 15:30:35,9.74,card,completed
32195,4,2025-09-15 19:30:42,0.67,card,completed
32196,2,2025-09-15 19:01:56,6.71,applepay,completed
32197,4,2025-09-15 15:45:13,15.43,card,completed
32198,3,2025-09-15 20:53:55,13.76,applepay,completed
32199,2,2025-09-15 12:26:44,5.47,applepay,completed
32200,2,2025-09-15 12:26:22,5.34,card,completed
32201,1,2025-09-15 17:59:37,22.55,card,completed
32202,1,2025-09-15 20:34:57,11.42,applepay,completed
32203,2,2025-09-15 19:52:55,15.70,applepay,completed
32204,4,2025-09-15 11:10:25,15.21,card,completed
32205,1,2025-09-15 12:07:20,5.45,card,completed
32206,1,2025-09-15 19:49:24,10.18,card,completed
32207,1,2025-09-15 13:38:13,5.41,card,completed
32208,4,2025-09-16 17:11:58,10.25,card,completed
32209,1,2025-09-16 12:12:54,5.14,card,completed
32210,2,2025-09-16 15:08:38,10.71,card,completed
32211,3,2025-09-16 13:52:02,5.33,card,completed
32212,3,2025-09-16 15:09:20,10.83,applepay,completed
32213,4,2025-09-16 18:08:47,11.13,card,completed
32214,2,2025-09-16 17:11:58,5.12,card,completed
32215,4,2025-09-16 17:03:45,15.74,card,completed
32216,3,2025-09-16 13:37:21,29.09,card,completed
32217,4,2025-09-16 19:24:25,5.32,card,completed
32218,1,2025-09-16 17:16:52,9.27,applepay,completed
32219,4,2025-09-16 15:09:42,5.40,card,completed
32220,3,2025-09-16 20:13:35,25.77,card,completed
32221,4,2025-09-16 19:59:41,11.49,cash,completed
32222,2,2025-09-16 17:56:33,10.07,applepay,completed
32223,4,2025-09-16 16:15:15,0.00,card,voided
32224,3,2025-09-16 17:42:09,9.51,card,completed
32225,2,2025-09-16 17:34:37,15.80,applepay,completed
32226,2,2025-09-16 15:00:39,0.68,card,completed
32227,4,2025-09-16 14:26:43,11.54,applepay,completed
32228,2,2025-09-16 16:09:25,5.96,applepay,completed
32229,3,2025-09-16 15:19:03,5.90,card,completed
32230,2,2025-09-16 16:46:55,26.94,card,completed
32231,1,2025-09-16 16:49:05,10.58,applepay,completed
32232,3,2025-09-16 18:48:44,10.58,applepay,completed
32233,4,2025-09-16 16:43:53,5.58,card,completed
32234,1,2025-09-16 13:42:09,5.49,card,completed
32235,3,2025-09-16 20:04:12,6.00,card,completed
32236,4,2025-09-16 17:09:40,21.71,card,completed
32237,4,2025-09-16 13:56:13,6.04,card,completed
32238,3,2025-09-16 15:55:17,4.90,card,completed
32239,3,2025-09-16 17:59:14,5.57,card,completed
32240,2,2025-09-16 13:55:57,17.21,card,completed
32241,4,2025-09-16 18:39:15,5.88,cash,completed
32242,1,2025-09-16 16:35:19,0.70,applepay,completed
32243,4,2025-09-16 12:12:40,5.59,applepay,completed
32244,4,2025-09-16 20:32:58,10.41,card,completed
32245,3,2025-09-16 12:28:27,10.37,card,completed
32246,2,2025-09-16 16:00:06,5.86,cash,completed
32247,1,2025-09-16 11:38:04,4.78,applepay,completed
32248,4,2025-09-16 19:11:38,15.74,card,completed
32249,2,2025-09-16 12:46:44,5.47,card,completed
32250,4,2025-09-16 15:28:11,11.26,card,completed
32251,1,2025-09-16 13:16:21,10.30,card,completed
32252,4,2025-09-16 12:25:36,5.22,applepay,completed
32253,1,2025-09-16 19:26:53,11.14,cash,completed
32254,1,2025-09-16 15:58:56,10.76,card,completed
32255,2,2025-09-16 19:45:28,26.30,card,completed
32256,4,2025-09-16 21:19:45,5.58,card,completed
32257,2,2025-09-16 13:05:23,5.30,card,completed
32258,2,2025-09-16 16:20:03,11.66,cash,completed
32259,1,2025-09-16 15:40:01,5.27,applepay,completed
32260,4,2025-09-16 12:46:09,5.24,card,completed
32261,3,2025-09-16 15:59:58,15.58,applepay,completed
32262,3,2025-09-16 17:49:48,10.88,card,completed
32263,1,2025-09-16 15:44:20,16.74,card,completed
32264,2,2025-09-16 16:10:04,5.09,applepay,completed
32265,2,2025-09-16 16:44:19,10.76,applepay,completed
32266,2,2025-09-16 16:02:17,5.33,card,completed
32267,3,2025-09-16 20:25:02,5.58,card,completed
32268,1,2025-09-16 15:35:26,14.99,card,completed
32269,1,2025-09-16 19:16:38,10.52,card,completed
32270,4,2025-09-16 20:32:12,10.58,card,completed
32271,3,2025-09-16 13:45:45,5.26,card,completed
32272,4,2025-09-16 22:12:03,15.48,applepay,completed
32273,3,2025-09-16 14:14:57,15.93,card,completed
32274,2,2025-09-16 14:43:40,5.62,applepay,completed
32275,4,2025-09-16 13:35:35,5.02,card,completed
32276,4,2025-09-16 15:36:10,11.29,cash,completed
32277,4,2025-09-16 13:49:28,5.32,applepay,completed
32278,3,2025-09-16 15:36:44,26.13,card,completed
32279,3,2025-09-16 12:00:37,10.72,applepay,completed
32280,2,2025-09-16 17:56:13,4.65,card,completed
32281,1,2025-09-16 13:32:08,6.21,card,completed
32282,1,2025-09-16 20:11:42,6.50,card,completed
32283,2,2025-09-16 20:26:54,10.40,card,completed
32284,2,2025-09-16 12:48:36,5.05,card,completed
32285,4,2025-09-16 17:17:29,5.99,cash,completed
32286,3,2025-09-16 18:20:17,16.05,card,completed
32287,2,2025-09-16 15:06:53,10.81,cash,completed
32288,2,2025-09-16 16:59:19,5.14,card,completed
32289,3,2025-09-16 13:18:47,14.79,card,completed
32290,2,2025-09-16 17:21:04,15.13,applepay,completed
32291,4,2025-09-16 13:25:53,11.45,card,completed
32292,3,2025-09-16 17:47:23,10.02,card,completed
32293,3,2025-09-16 12:53:24,21.01,applepay,completed
32294,2,2025-09-16 16:00:10,1.39,card,completed
32295,1,2025-09-16 20:58:33,20.52,card,completed
32296,4,2025-09-16 15:37:40,5.75,card,completed
32297,2,2025-09-16 19:07:00,11.16,card,completed
32298,3,2025-09-16 15:44:11,0.69,applepay,completed
32299,1,2025-09-16 18:01:09,4.56,card,completed
32300,4,2025-09-16 20:14:27,5.41,card,completed
32301,3,2025-09-16 15:22:45,9.92,card,completed
32302,2,2025-09-16 13:51:48,15.97,card,completed
32303,4,2025-09-16 18:08:38,10.52,card,completed
32304,4,2025-09-16 11:44:08,7.39,card,completed
32305,3,2025-09-16 17:05:59,16.29,card,completed
32306,2,2025-09-16 14:24:51,5.98,card,completed
32307,4,2025-09-16 11:22:18,21.16,card,completed
32308,3,2025-09-16 18:45:27,11.14,card,completed
32309,4,2025-09-16 16:08:18,4.51,card,completed
32310,1,2025-09-16 18:20:08,6.03,card,completed
32311,1,2025-09-16 17:59:32,10.19,card,completed
32312,2,2025-09-16 15:36:37,10.58,card,completed
32313,2,2025-09-16 18:46:27,6.53,card,completed
32314,4,2025-09-16 14:34:52,5.25,card,completed
32315,3,2025-09-16 17:31:49,0.00,applepay,voided
32316,2,2025-09-16 11:43:15,10.07,card,completed
32317,4,2025-09-16 22:16:49,4.96,card,completed
32318,2,2025-09-16 16:21:44,10.85,card,completed
32319,3,2025-09-16 20:19:34,21.63,card,completed
32320,2,2025-09-16 16:57:43,4.53,cash,completed
32321,2,2025-09-16 18:05:37,5.31,card,completed
32322,4,2025-09-16 21:22:51,9.00,card,completed
32323,2,2025-09-16 14:08:07,24.75,card,completed
32324,3,2025-09-16 16:38:41,5.78,card,completed
32325,1,2025-09-16 18:42:52,4.53,cash,completed
32326,1,2025-09-16 19:51:15,5.38,card,completed
32327,3,2025-09-16 15:17:29,1.38,card,completed
32328,2,2025-09-16 13:14:17,19.60,applepay,completed
32329,1,2025-09-16 15:47:41,4.94,card,completed
32330,3,2025-09-16 17:51:34,12.69,applepay,completed
32331,3,2025-09-16 13:37:07,17.26,applepay,completed
32332,2,2025-09-16 18:17:16,10.92,card,completed
32333,1,2025-09-16 18:46:38,10.91,applepay,completed
32334,3,2025-09-16 15:31:21,5.40,card,completed
32335,3,2025-09-16 16:16:24,20.35,card,completed
32336,1,2025-09-16 17:13:25,20.35,applepay,completed
32337,3,2025-09-16 17:40:31,5.15,card,completed
32338,2,2025-09-16 17:29:04,11.55,card,completed
32339,4,2025-09-16 14:00:44,16.08,card,completed
32340,3,2025-09-16 15:29:08,9.59,cash,completed
32341,1,2025-09-16 11:49:08,21.96,cash,completed
32342,2,2025-09-16 20:58:37,5.03,cash,completed
32343,1,2025-09-16 17:12:20,5.22,card,completed
32344,3,2025-09-16 22:09:53,4.85,cash,completed
32345,3,2025-09-16 17:04:47,11.19,card,completed
32346,1,2025-09-16 19:01:43,11.44,applepay,completed
32347,2,2025-09-16 20:32:46,5.32,card,completed
32348,2,2025-09-16 16:00:20,4.86,card,completed
32349,2,2025-09-16 13:57:09,15.86,card,completed
32350,2,2025-09-16 16:21:25,5.34,applepay,completed
32351,1,2025-09-16 22:30:25,6.14,cash,completed
32352,3,2025-09-16 16:19:27,5.29,card,completed
32353,4,2025-09-16 17:12:55,5.09,cash,completed
32354,3,2025-09-16 17:10:19,16.60,card,completed
32355,2,2025-09-16 19:39:32,0.00,card,voided
32356,4,2025-09-16 22:33:29,15.66,card,completed
32357,1,2025-09-16 15:11:43,4.42,card,completed
32358,2,2025-09-16 21:48:28,5.25,card,completed
32359,3,2025-09-16 21:00:38,16.16,card,completed
32360,3,2025-09-16 13:02:26,15.90,cash,completed
32361,2,2025-09-16 11:23:19,10.81,card,completed
32362,3,2025-09-16 20:49:32,0.00,card,voided
32363,2,2025-09-16 14:31:45,5.32,applepay,completed
32364,1,2025-09-16 19:44:26,4.46,card,completed
32365,3,2025-09-16 16:13:36,5.79,cash,completed
32366,3,2025-09-16 20:39:58,11.05,applepay,completed
32367,3,2025-09-16 21:10:09,5.36,card,completed
32368,2,2025-09-16 20:13:06,10.69,card,completed
32369,3,2025-09-16 14:39:15,10.59,card,completed
32370,2,2025-09-16 20:20:38,0.00,applepay,voided
32371,2,2025-09-16 16:26:49,21.90,card,completed
32372,4,2025-09-16 16:16:59,5.84,cash,completed
32373,2,2025-09-16 17:15:50,11.11,applepay,completed
32374,2,2025-09-16 12:14:19,10.23,card,completed
32375,2,2025-09-16 14:24:09,5.54,applepay,completed
32376,4,2025-09-16 20:12:22,21.13,card,completed
32377,3,2025-09-16 16:18:48,15.17,card,completed
32378,3,2025-09-16 20:13:00,12.03,card,completed
32379,3,2025-09-16 14:51:10,4.94,card,completed
32380,3,2025-09-16 16:29:02,5.41,card,completed
32381,3,2025-09-16 12:11:53,6.83,card,completed
32382,1,2025-09-16 21:16:36,10.89,card,completed
32383,1,2025-09-16 13:15:03,4.55,card,completed
32384,2,2025-09-16 12:30:57,6.14,card,completed
32385,2,2025-09-16 13:37:21,10.59,card,completed
32386,1,2025-09-16 15:18:48,4.93,cash,completed
32387,4,2025-09-16 12:02:39,5.87,applepay,completed
32388,3,2025-09-16 17:43:30,15.19,card,completed
32389,1,2025-09-16 17:43:02,5.29,card,completed
32390,4,2025-09-16 12:00:15,21.82,card,completed
32391,3,2025-09-16 19:33:49,5.71,card,completed
32392,2,2025-09-16 12:10:54,5.96,card,completed
32393,2,2025-09-16 20:41:59,27.12,card,completed
32394,2,2025-09-16 17:33:04,25.44,applepay,completed
32395,4,2025-09-16 21:18:28,10.84,card,completed
32396,2,2025-09-16 14:32:31,5.29,applepay,completed
32397,2,2025-09-16 16:49:32,5.32,card,completed
32398,4,2025-09-16 13:04:07,21.33,applepay,completed
32399,2,2025-09-16 18:34:10,20.25,card,completed
32400,1,2025-09-16 21:37:03,9.32,card,completed
32401,2,2025-09-16 20:52:29,21.76,applepay,completed
32402,3,2025-09-16 17:27:20,5.59,card,completed
32403,1,2025-09-16 15:41:00,15.21,card,completed
32404,2,2025-09-16 21:39:10,5.23,applepay,completed
32405,1,2025-09-16 14:22:20,6.03,card,completed
32406,1,2025-09-16 21:32:17,4.91,card,completed
32407,2,2025-09-16 15:11:03,9.72,card,completed
32408,4,2025-09-16 22:40:23,21.87,card,completed
32409,2,2025-09-16 12:21:12,16.25,card,completed
32410,1,2025-09-16 12:16:51,0.68,card,completed
32411,4,2025-09-16 16:58:31,6.00,applepay,completed
32412,2,2025-09-16 12:21:46,5.96,card,completed
32413,3,2025-09-16 13:13:09,19.60,card,completed
32414,2,2025-09-16 15:44:31,27.72,card,completed
32415,4,2025-09-16 14:26:46,15.73,applepay,completed
32416,4,2025-09-16 14:49:16,10.04,card,completed
32417,3,2025-09-16 13:10:19,5.15,cash,completed
32418,1,2025-09-16 13:50:39,6.09,cash,completed
32419,4,2025-09-16 16:53:33,5.35,card,completed
32420,2,2025-09-16 11:42:00,22.13,card,completed
32421,3,2025-09-16 16:37:44,5.80,applepay,completed
32422,4,2025-09-16 15:03:01,5.79,card,completed
32423,3,2025-09-16 19:59:40,0.67,card,completed
32424,1,2025-09-16 14:48:50,6.49,card,completed
32425,2,2025-09-16 17:28:19,4.65,card,completed
32426,2,2025-09-16 14:01:30,6.04,card,completed
32427,2,2025-09-16 14:39:09,10.97,card,completed
32428,1,2025-09-16 22:39:38,10.24,card,completed
32429,2,2025-09-16 13:31:14,23.05,card,completed
32430,2,2025-09-16 20:30:24,11.26,card,completed
32431,4,2025-09-16 22:59:46,16.63,cash,completed
32432,1,2025-09-16 11:00:09,27.25,card,completed
32433,4,2025-09-16 22:02:56,10.94,card,completed
32434,2,2025-09-16 18:15:04,10.64,cash,completed
32435,3,2025-09-16 16:30:12,16.10,applepay,completed
32436,2,2025-09-16 21:17:49,6.64,applepay,completed
32437,4,2025-09-16 15:23:30,4.95,applepay,completed
32438,4,2025-09-16 14:55:12,10.74,card,completed
32439,2,2025-09-16 19:25:25,5.37,card,completed
32440,4,2025-09-16 16:15:52,14.61,applepay,completed
32441,3,2025-09-16 20:14:04,5.38,card,completed
32442,2,2025-09-16 17:42:18,4.97,card,completed
32443,4,2025-09-16 20:36:36,5.14,card,completed
32444,1,2025-09-16 13:03:42,6.19,card,completed
32445,2,2025-09-16 12:13:17,21.52,card,completed
32446,4,2025-09-16 21:06:12,5.36,card,completed
32447,3,2025-09-16 15:08:05,4.73,card,completed
32448,3,2025-09-16 20:53:55,5.94,card,completed
32449,4,2025-09-16 16:07:44,26.38,card,completed
32450,3,2025-09-16 16:09:40,5.04,card,completed
32451,2,2025-09-16 18:48:50,16.19,card,completed
32452,2,2025-09-16 15:41:17,4.66,card,completed
32453,1,2025-09-16 18:54:30,20.97,applepay,completed
